"sites","Bloc","Coupe","Exclos","Analogue","Diam_bas","Diam_api","Longueur","Classe"
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
